"ID","gender","age_group","age","edu","work_status","salary_or_ind","no_prof_activity","CSP","region","departement","commune_type","region_uda5","situation_dom","n_pers_dom","maladies1","maladies2","maladies3","maladies4","maladies5","maladies6","maladies7","maladies8","tf_femalemosq","example_dce","choice1","certainty1","choice2","certainty2","choice3","certainty3","choice4","certainty4","choice5","certainty5","choice6","certainty6","choice7","certainty7","choice8","certainty8","choice9","certainty9","choice10","certainty10","exercise_difficulty","freq_prevention","prev_activity1","prev_activity2","prev_activity3","prev_activity4","prev_activity5","prev_activity6","prev_activity7","prev_activity8","prev_activity9","prev_activity_other","eco_products","ac","hist_mborne","confiance_nat","confiance_reg","disease_prob","disease_fear","gmo_mosquito","housing_type","housing_other","langue","precarity","pregnant","dep_children","chronic_dis","freq_bites_cat","freq_bites_num","diet","diet_other","healthinfo1","healthinfo2","healthinfo3","healthinfo4","healthinfo5","healthinfo6","healthinfo_other","count_prev","activity_gouttieres","activity_pieges","activity_vetements","activity_insecticide","activity_moustiquaires","activity_vidage","activity_spirales","activity_repulsif","activity_recipients","mbd_maladie","mbd_know","confiance","threat","place","edu2","precarity2","age_group2","risk","asc_b_mean","b_part2_mean","b_part3_mean","b_part4_mean","b_freq_mean","b_env2_mean","b_env3_mean","b_se2_mean","b_se3_mean"
"1890","Woman","18 to 29",24,"Bac (général, pro et technologique)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Bretagne","Ille-et-Vilaine - (35)","Medium-sized city (between 20 000 and 100 000 inhabitants)","North West","En couple","2 personnes","Le chikungunya","La dengue","Le Zika","Le paludisme","","","","","Faux","Non, allez directement aux 10 votes","B",6,"B",7,"A",8,"B",8,"B",8,"B",8,"B",9,"B",9,"A",7,"A",7,7,"A few times","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","","","","","","","","","","Oui","Oui","No or unsure",7,6,5,6,7,"Appartement","","Yes","No, never","I rather not respond","Yes","Yes","Sometimes","Less than once a week","Omnivore","","Vos amis, voisins ou autres sources communautaires","Professionnels de santé","Votre propre recherche par internet","","","","",1,"No","No","No","Yes","No","No","No","No","No",4,4,6.5,5.5,"Bretagne Ville (entre 20 000 et 100 000 habitants)","Equal to secondary school","No",NA,"Low exposure",0.599387523373363,0.687511780255069,0.78119124973901,1.00386247951085,0.0579407662319034,-1.6191022655494,-1.36998592074325,-0.443971563688777,-2.24199617576691
"1891","Man","18 to 29",25,"Bac+3/4 (Licence, Maîtrise)","Cadre ou profession libérale (cadre supérieur, cadre de direction, catégorie A de la fonction publique)","Salarié(e)","","CSP+","Bretagne","Ille-et-Vilaine - (35)","Large city (>100 000 inhabitants)","North West","En colocation","4 personnes","Les moustiques transmettent des maladies, mais je ne les connais pas","","","","","","","","Vrai","Non, allez directement aux 10 votes","A",9,"A",9,"A",10,"A",8,"A",6,"A",9,"B",9,"A",10,"B",9,"A",9,8,"Several times a week","Usage des répulsifs cutanés","Le port des vêtements longs, amples et clairs","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","","","","","","","","Oui","Oui","Yes",9,10,8,9,9,"Maison mitoyenne","","Yes","Yes, often","","Yes","Yes","Often","1 to 5 times per week","Reduced-meat diet","","Réseaux sociaux (Facebook, X [ex Twitter], Instagram, WhatsApp)","","","","","","",3,"No","No","Yes","Yes","No","No","No","Yes","No",0,0,9.5,8.5,"Bretagne Grande ville (plus de 100 000 habitants)","2–4 years beyond secondary school","Yes",NA,"Low exposure",-2.81977846637923,-1.82652278984688,-1.33123390978191,-2.44287926514778,0.256669675643721,-0.177719738743365,1.01620306073815,-2.0702930632138,-0.59523002817009
"1892","Woman","50 to 59",55,"Bac (général, pro et technologique)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Provence-Alpes-Côte d'Azur","Bouches-du-Rhône - (13)","Medium-sized city (between 20 000 and 100 000 inhabitants)","South East","En famille","4 personnes","Le paludisme","Le chikungunya","La dengue","VIH","","","","","Faux","Non, allez directement aux 10 votes","B",7,"B",7,"B",7,"A",7,"A",8,"B",8,"A",7,"B",7,"B",7,"B",7,2,"Several times a week","Le port des vêtements longs, amples et clairs","Usage des répulsifs cutanés","Usage de bougies et/ou de spirales anti-moustiques","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","L’entretien des gouttières pour faciliter le bon écoulement des eaux","Utilisation de moustiquaires (sur les fenêtres)","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Usage des pièges à moustiques","","Oui","Non","No or unsure",8,7,6,5,3,"Maison individuelle","","No","No, never","No","Yes","No","Sometimes","1 to 5 times per week","Omnivore","","Votre propre recherche par internet","","","","","","",9,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,7.5,5.5,"Provence-Alpes-Côte d'Azur Ville (entre 20 000 et 100 000 habitants)","Equal to secondary school","No",NA,"High exposure",-0.375351472931317,-1.94914861574486,-1.98121440419439,-1.69988557836526,-0.319234957596695,0.463530451247846,0.16694466138201,-0.982995062937484,-0.99116480465977
"1893","Man","30 to 39",38,"Bac (général, pro et technologique)","Profession intermédiaire (technicien(ne), contremaitre, agent de maitrise, catégorie B de la fonction publique)","Salarié(e)","","CSP+","Nouvelle-Aquitaine","Landes - (40)","Small town (between 2.000 and 20.000 inhabitants)","South West","En famille","3 personnes","La dengue","Le paludisme","Le chikungunya","Le Zika","","","","","Faux","Oui, montrez-moi un exemple","B",2,"B",3,"A",5,"B",4,"A",2,"B",4,"B",4,"B",4,"A",2,"B",3,4,"Several times a week","L’entretien des gouttières pour faciliter le bon écoulement des eaux","Le port des vêtements longs, amples et clairs","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Usage des répulsifs cutanés","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","","","","","","Oui","Non","No or unsure",3,3,7,9,2,"Appartement","","No","No, never","","Yes","No","Often","1 to 5 times per week","Reduced-meat diet","","Les médias (journaux, magazines, télévision, radio)","Vos amis, voisins ou autres sources communautaires","Votre propre recherche par internet","","","","",5,"Yes","No","Yes","No","No","Yes","No","Yes","Yes",4,4,3,8,"Nouvelle-Aquitaine Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","Equal to secondary school","No",NA,"High exposure",-0.44045789183718,-1.08275527957285,-1.06226915278694,-0.445030161432708,0.294449797913914,-0.944208797132001,-0.528003508750024,-1.9370837840118,-2.81251219662996
"1894","Woman","70 to 79",72,"CAP/BEP (ou autre diplôme technique)","Retraité(e)","","","Inactifs","Auvergne-Rhône-Alpes","Puy-de-Dôme - (63)","Large city (>100 000 inhabitants)","South East","En couple","2 personnes","Les moustiques transmettent des maladies, mais je ne les connais pas","","","","","","","","Vrai","Oui, montrez-moi un exemple","A",7,"A",7,"A",5,"A",6,"A",6,"A",7,"A",6,"A",6,"A",6,"A",6,7,"Never","","","","","","","","","","","","Oui","No or unsure",7,7,7,9,1,"Appartement","","No","No, never","","No","Yes","Often","1 to 5 times per week","Omnivore","","Professionnels de santé","","","","","","",0,"No","No","No","No","No","No","No","No","No",0,0,7,8,"Auvergne-Rhône-Alpes Grande ville (plus de 100 000 habitants)","Lower than secondary school","No",NA,"Medium exposure",-1.6858891100638,-0.762472624241868,-0.888077441935171,-0.968870242403838,0.465866459290109,0.971778383125196,0.795205050405972,-0.33103225575873,0.586090609737236
"1895","Man","18 to 29",25,"Bac+3/4 (Licence, Maîtrise)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Centre-Val de Loire","Indre-et-Loire - (37)","Medium-sized city (between 20 000 and 100 000 inhabitants)","North West","En couple","4 personnes","Le chikungunya","Le Zika","Le paludisme","La dengue","","","","","Faux","Oui, montrez-moi un exemple","B",10,"B",9,"A",5,"B",8,"A",6,"A",5,"B",6,"B",5,"A",5,"B",4,6,"A few times","Utilisation de moustiquaires (sur les fenêtres)","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","Usage de bougies et/ou de spirales anti-moustiques","Le port des vêtements longs, amples et clairs","","","","","","","Oui","Oui","Yes",8,4,5,7,7,"Appartement","","Yes","Yes, often","","Yes","Yes","Sometimes","5 to 10 times per week","Vegetarian","","Famille","","","","","","",4,"No","No","Yes","Yes","Yes","No","Yes","No","No",4,4,6,6,"Centre-Val de Loire Ville (entre 20 000 et 100 000 habitants)","2–4 years beyond secondary school","Yes",NA,"Medium exposure",-0.246230539369286,-0.52993620701364,-0.606903935623052,0.434183782449303,0.391449943651723,-0.365372463461197,-0.21038754766504,-1.24461527004138,-1.83289640002531
"1896","Man","30 to 39",38,"Bac+5 (Master, écoles d'ingénieurs, écoles d'arts, DEA, DESS, etc.)","Cadre ou profession libérale (cadre supérieur, cadre de direction, catégorie A de la fonction publique)","Salarié(e)","","CSP+","Occitanie","Gard - (30)","Large city (>100 000 inhabitants)","South East","En couple","3 personnes","Le Zika","Le chikungunya","Le paludisme","La dengue","","","","","Faux","Non, allez directement aux 10 votes","B",8,"A",9,"A",9,"A",9,"A",9,"B",5,"B",8,"A",8,"A",5,"A",8,1,"A few times","L’entretien des gouttières pour faciliter le bon écoulement des eaux","Le port des vêtements longs, amples et clairs","","","","","","","","","","Oui","No or unsure",9,3,8,7,9,"Maison individuelle","","No","No, never","","Yes","No","Sometimes","1 to 5 times per week","Omnivore","","Professionnels de santé","","","","","","",2,"Yes","No","Yes","No","No","No","No","No","No",4,4,6,7.5,"Occitanie Grande ville (plus de 100 000 habitants)","5 or more years beyond secondary school","No",NA,"High exposure",-1.87527236173203,-1.21716437073359,-0.913815591493023,-1.58700628917354,0.450405860164889,0.113810042323689,0.381488364409397,-1.75397056772889,-1.847163427715
"1897","Woman","70 to 79",71,"CAP/BEP (ou autre diplôme technique)","Retraité(e)","","","Inactifs","Occitanie","Gard - (30)","Medium-sized city (between 20 000 and 100 000 inhabitants)","South East","En couple","2 personnes","Le paludisme","Le Zika","La dengue","Le chikungunya","","","","","Faux","Oui, montrez-moi un exemple","A",6,"A",7,"A",7,"B",7,"B",7,"B",7,"B",7,"B",7,"B",7,"B",7,2,"A few times","Autre","","","","","","","","","Mon destructeur d’insectes est branché toute l’ann","Non","Oui","No or unsure",7,7,7,7,5,"Maison individuelle","","No","No, never","","No","No","Never or almost never","Never","Reduced-meat diet","","Famille","Professionnels de santé","Votre propre recherche par internet","","","","",2,"No","No","No","No","No","No","No","No","No",4,4,7,7,"Occitanie Ville (entre 20 000 et 100 000 habitants)","Lower than secondary school","No",NA,"High exposure",0.624544518793098,0.225642447983572,-0.0374876456571867,-0.52378727974244,-0.432260125283642,-3.91760641875921,-2.24256249114169,-0.104100476262618,-1.15905667575454
"1898","Woman","50 to 59",58,"CAP/BEP (ou autre diplôme technique)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Bretagne","Ille-et-Vilaine - (35)","Village (<2 000 inhabitants)","North West","En famille","3 personnes","Le paludisme","Le chikungunya","","","","","","","Vrai","Oui, montrez-moi un exemple","A",8,"B",10,"A",8,"B",10,"B",8,"B",10,"B",8,"B",8,"B",8,"B",10,1,"Several times a week","Usage de bougies et/ou de spirales anti-moustiques","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","","","","","","","","","Oui","Non","No or unsure",6,8,5,7,8,"Maison individuelle","","No","Yes, sometimes","No","Yes","No","Sometimes","1 to 5 times per week","Omnivore","","Professionnels de santé","","","","","","",2,"No","No","No","No","No","No","Yes","No","Yes",2,2,7,6,"Bretagne Village / Zone rurale (moins de 2 000 habitants)","Lower than secondary school","Yes",NA,"Low exposure",0.671699355392609,0.0168882055936226,0.192911850731423,-0.264992149643946,-0.614085798436946,-3.83485343476031,-2.08504338400561,-0.755157785740587,-2.3090932648285
"1899","Woman","18 to 29",25,"Bac (général, pro et technologique)","Etudiant(e)","","","Inactifs","Hauts-de-France","Nord - (59)","Medium-sized city (between 20 000 and 100 000 inhabitants)","North East","Seul","1 personne","La dengue","Le paludisme","","","","","","","Faux","Oui, montrez-moi un exemple","A",7,"B",6,"B",6,"A",7,"A",7,"B",6,"B",6,"A",6,"B",7,"B",6,2,"Never","","","","","","","","","","","","Non","No or unsure",1,1,4,7,2,"Appartement","","No","Yes, sometimes","No","No","Yes","Never or almost never","Never","Omnivore","","Réseaux sociaux (Facebook, X [ex Twitter], Instagram, WhatsApp)","Vos amis, voisins ou autres sources communautaires","Famille","Professionnels de santé","Votre propre recherche par internet","","",0,"No","No","No","No","No","No","No","No","No",2,2,1,5.5,"Hauts-de-France Ville (entre 20 000 et 100 000 habitants)","Equal to secondary school","Yes",NA,"Low exposure",-2.52647769045943,-2.59187081943515,-1.45589259623081,-2.95306345695442,-0.4041578225022,-0.276172535362701,1.06944277427499,-2.84729885692934,-2.07892989260252
"1900","Man","40 to 49",47,"Bac+3/4 (Licence, Maîtrise)","Profession intermédiaire (technicien(ne), contremaitre, agent de maitrise, catégorie B de la fonction publique)","Salarié(e)","","CSP+","Ile-de-France","Val-d'oise - (95)","Medium-sized city (between 20 000 and 100 000 inhabitants)","Paris region","En famille","3 personnes","Le chikungunya","La dengue","Le Zika","Le paludisme","","","","","Vrai","Non, allez directement aux 10 votes","B",6,"A",7,"B",7,"A",8,"A",8,"A",7,"B",8,"A",7,"B",7,"B",8,6,"Several times a week","Usage de bougies et/ou de spirales anti-moustiques","Usage des pièges à moustiques","Usage des répulsifs cutanés","","","","","","","","Non","Non","No or unsure",9,9,6,8,8,"Appartement","","Yes","No, never","","No","No","Sometimes","Less than once a week","Omnivore","","Les médias (journaux, magazines, télévision, radio)","Professionnels de santé","Votre propre recherche par internet","","","","",3,"No","Yes","No","No","No","No","Yes","Yes","No",4,4,9,7,"Ile-de-France Ville (entre 20 000 et 100 000 habitants)","2–4 years beyond secondary school","No",NA,"Medium exposure",-2.1843355564994,-1.92372478496849,-1.32714279476433,-2.30616137819778,0.00866156710574452,0.456816977520149,1.06609285449471,-1.90561586061777,-0.939357199432941
"1901","Man","18 to 29",29,"Bac+2 (BTS ou autre)","Ouvrier(e)","Salarié(e)","","CSP-","Occitanie","Aude - (11)","Medium-sized city (between 20 000 and 100 000 inhabitants)","South East","En famille","3 personnes","La dengue","Le chikungunya","Le paludisme","Le Zika","","","","","Faux","Non, allez directement aux 10 votes","A",10,"A",10,"A",10,"B",10,"A",6,"B",10,"B",6,"B",10,"B",10,"B",6,1,"Several times a week","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","L’entretien des gouttières pour faciliter le bon écoulement des eaux","","","","","","","","","","Oui","No or unsure",7,7,9,4,5,"Maison individuelle","","No","No, never","","No","No","Sometimes","5 to 10 times per week","Omnivore","","Famille","Professionnels de santé","","","","","",2,"Yes","No","No","No","No","No","No","No","Yes",4,4,7,6.5,"Occitanie Ville (entre 20 000 et 100 000 habitants)","2–4 years beyond secondary school","No",NA,"High exposure",-0.896157487040274,-1.55878765732482,-1.78047906152475,-1.90460439102178,0.0175381497069377,-2.31759844632496,-0.807233188612201,-1.73633350474847,-1.36005580801882
"1902","Man","30 to 39",30,"Brevet de collèges ou BEPC","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Provence-Alpes-Côte d'Azur","Alpes-Maritimes - (6)","Medium-sized city (between 20 000 and 100 000 inhabitants)","South East","Seul","1 personne","Le paludisme","Le Zika","Le chikungunya","La dengue","","","","","Vrai","Oui, montrez-moi un exemple","B",10,"A",10,"A",10,"A",10,"A",10,"B",10,"A",10,"B",10,"B",10,"B",10,1,"A few times","Usage de bougies et/ou de spirales anti-moustiques","Le port des vêtements longs, amples et clairs","L’entretien des gouttières pour faciliter le bon écoulement des eaux","Usage des répulsifs cutanés","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","Utilisation de moustiquaires (sur les fenêtres)","Usage des pièges à moustiques","","","","Oui","Oui","No or unsure",1,1,1,1,1,"Appartement","","Yes","No, never","","No","Yes","Sometimes","1 to 5 times per week","Reduced-meat diet","","Famille","Professionnels de santé","","","","","",7,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No",4,4,1,1,"Provence-Alpes-Côte d'Azur Ville (entre 20 000 et 100 000 habitants)","Lower than secondary school","No",NA,"High exposure",-0.39203737981859,-1.60164669131405,-2.1592478891193,-1.97780118315099,-0.0717922937737786,-0.408325648229885,-0.445924136906823,-0.440702370292986,-0.321523930510794
"1903","Woman","60 to 69",61,"CAP/BEP (ou autre diplôme technique)","Sans activité professionnelle actuelle","","Homme/Femme au foyer","Inactifs","Bourgogne-Franche-Comté","Saône-et-Loire - (71)","Village (<2 000 inhabitants)","North East","En couple","2 personnes","La dengue","Le Zika","Le chikungunya","","","","","","Faux","Oui, montrez-moi un exemple","A",8,"A",8,"A",8,"B",8,"B",7,"B",8,"B",7,"B",8,"A",6,"B",7,2,"A few times","Usage des répulsifs cutanés","Usage de bougies et/ou de spirales anti-moustiques","Le port des vêtements longs, amples et clairs","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","Utilisation de moustiquaires (sur les fenêtres)","","","","","","Oui","Non","No or unsure",8,8,2,8,1,"Appartement","","No","No, never","","No","No","Often","1 to 5 times per week","Reduced-meat diet","","Famille","Professionnels de santé","Votre propre recherche par internet","","","","",5,"No","No","Yes","No","Yes","Yes","Yes","Yes","No",3,3,8,5,"Bourgogne-Franche-Comté Village / Zone rurale (moins de 2 000 habitants)","Lower than secondary school","No",NA,"Medium exposure",1.31785101284469,1.19108938816519,0.626378308046668,0.956140325645114,-0.0949814893455061,-3.30867415657371,-2.46742132577409,0.691855300422288,-1.00019650258374
"1904","Woman","30 to 39",30,"CAP/BEP (ou autre diplôme technique)","Sans activité professionnelle actuelle","","Au chômage","Inactifs","Grand Est","Marne - (51)","Medium-sized city (between 20 000 and 100 000 inhabitants)","North East","En couple","2 personnes","Les moustiques transmettent des maladies, mais je ne les connais pas","","","","","","","","Vrai","Non, allez directement aux 10 votes","B",6,"B",5,"B",5,"A",5,"A",5,"A",5,"A",5,"A",6,"B",5,"A",6,5,"A few times","Usage des pièges à moustiques","","","","","","","","","","Non","Oui","No or unsure",3,3,5,5,5,"Appartement","","No","No, never","No","No","No","Sometimes","Less than once a week","Omnivore","","Famille","","","","","","",1,"No","Yes","No","No","No","No","No","No","No",0,0,3,5,"Grand Est Ville (entre 20 000 et 100 000 habitants)","Lower than secondary school","No",NA,"Low exposure",-2.19186226298893,-2.06026442863075,-1.38641712266406,-1.94688044701935,0.0103756006270873,2.09602770104996,1.81166154754272,-1.57897052949918,-0.462383911203858
"1905","Woman","60 to 69",67,"Bac+3/4 (Licence, Maîtrise)","Retraité(e)","","","Inactifs","Grand Est","Haut-Rhin - (68)","Medium-sized city (between 20 000 and 100 000 inhabitants)","North East","Seul","1 personne","Le paludisme","Le chikungunya","La dengue","","","","","","Faux","Non, allez directement aux 10 votes","B",6,"B",7,"A",6,"A",8,"B",7,"B",7,"B",7,"B",8,"A",5,"B",7,3,"A few times","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","Usage de bougies et/ou de spirales anti-moustiques","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Usage des répulsifs cutanés","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","","","","","","Oui","Non","No or unsure",7,7,7,7,5,"Maison individuelle","","No","No, never","","No","Yes","Often","1 to 5 times per week","Omnivore","","Professionnels de santé","","","","","","",5,"No","No","No","Yes","No","Yes","Yes","Yes","Yes",3,3,7,7,"Grand Est Ville (entre 20 000 et 100 000 habitants)","2–4 years beyond secondary school","No",NA,"Medium exposure",0.832007532028351,0.150532639508104,0.12236690802066,0.373922468018883,-0.227914895658085,-1.5172750219928,-1.487941144065,-0.208088445543456,-2.27183062182999
"1906","Man","40 to 49",41,"Bac+5 (Master, écoles d'ingénieurs, écoles d'arts, DEA, DESS, etc.)","Cadre ou profession libérale (cadre supérieur, cadre de direction, catégorie A de la fonction publique)","Salarié(e)","","CSP+","Auvergne-Rhône-Alpes","Rhône - (69)","Large city (>100 000 inhabitants)","South East","Seul","3 personnes","Le Zika","Le chikungunya","Le paludisme","La dengue","","","","","Vrai","Non, allez directement aux 10 votes","B",2,"B",3,"A",5,"A",2,"B",5,"B",8,"B",8,"B",6,"B",3,"B",4,2,"Several times a week","Le port des vêtements longs, amples et clairs","Usage des répulsifs cutanés","","","","","","","","","Oui","Non","No or unsure",5,8,5,5,5,"Appartement","","No","No, never","","Yes","No","Often","5 to 10 times per week","Reduced-meat diet","","Professionnels de santé","","","","","","",2,"No","No","Yes","No","No","No","No","Yes","No",4,4,6.5,5,"Auvergne-Rhône-Alpes Grande ville (plus de 100 000 habitants)","5 or more years beyond secondary school","No",NA,"High exposure",0.269051444676924,-0.666126886114034,-0.442548688125828,-0.952362161476867,-0.543091516297985,-2.1776008539423,-1.37417320015048,-0.854543492303811,-2.3730710087935
"1907","Man","70 to 79",70,"CAP/BEP (ou autre diplôme technique)","Retraité(e)","","","Inactifs","Pays de la Loire","Loire-Atlantique - (44)","Village (<2 000 inhabitants)","North West","En couple","2 personnes","Le chikungunya","La dengue","Le paludisme","","","","","","Je ne sais pas","Oui, montrez-moi un exemple","B",9,"A",9,"B",7,"B",8,"A",9,"B",10,"A",6,"B",10,"B",9,"A",8,8,"A few times","L’entretien des gouttières pour faciliter le bon écoulement des eaux","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","","","","","","","","","Non","No or unsure",5,7,7,9,6,"Maison individuelle","","No","No, never","","No","Yes","Sometimes","Less than once a week","Omnivore","","Professionnels de santé","","","","","","",3,"Yes","No","No","No","No","Yes","No","No","Yes",3,3,6,8,"Pays de la Loire Village / Zone rurale (moins de 2 000 habitants)","Lower than secondary school","No",NA,"Medium exposure",-0.136801676572889,-1.06960226878215,-1.51775018347388,-1.04499873852493,0.0156218299302558,0.091013564483746,-0.201169672041471,-0.272130948991404,0.176198526769926
"1908","Woman","60 to 69",65,"Bac (général, pro et technologique)","Retraité(e)","","","Inactifs","Grand Est","Moselle - (57)","Village (<2 000 inhabitants)","North East","En couple","2 personnes","Le chikungunya","Le paludisme","","","","","","","Je ne sais pas","Oui, montrez-moi un exemple","B",7,"B",6,"A",6,"B",6,"A",6,"A",6,"B",6,"A",6,"B",6,"B",6,2,"Never","","","","","","","","","","","","Oui","No or unsure",7,8,5,5,6,"Maison individuelle","","Yes","Yes, sometimes","","No","Yes","Never or almost never","Never","Omnivore","","Professionnels de santé","","","","","","",0,"No","No","No","No","No","No","No","No","No",2,2,7.5,5,"Grand Est Village / Zone rurale (moins de 2 000 habitants)","Equal to secondary school","Yes",NA,"Low exposure",-2.27529482317001,-1.59720190535563,-0.64148382495967,-1.61967900880097,0.121673647482465,-0.512364846645143,0.800073081265648,-2.82378764756703,-2.64563535887542
"1909","Woman","70 to 79",74,"CAP/BEP (ou autre diplôme technique)","Retraité(e)","","","Inactifs","Nouvelle-Aquitaine","Gironde - (33)","Small town (between 2.000 and 20.000 inhabitants)","South West","En couple","2 personnes","Le chikungunya","La dengue","Le paludisme","","","","","","Faux","Oui, montrez-moi un exemple","B",1,"A",1,"A",1,"B",1,"B",1,"B",1,"B",1,"B",1,"A",1,"A",1,2,"A few times","Usage de bougies et/ou de spirales anti-moustiques","Usage des répulsifs cutanés","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Utilisation de moustiquaires (sur les fenêtres)","","","","","","","Oui","Oui","No or unsure",10,10,1,1,6,"Maison individuelle","","No","No, never","","No","No","Never or almost never","Never","Reduced-meat diet","","Professionnels de santé","","","","","","",4,"No","No","No","No","Yes","No","Yes","Yes","Yes",3,3,10,1,"Nouvelle-Aquitaine Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","Lower than secondary school","No",NA,"High exposure",0.796198215522883,1.00428875677546,0.582913808710428,0.856948987980989,0.20552105310603,-1.94414146280535,-1.78714781613429,0.299121545079221,-1.20139975738726
"1910","Woman","60 to 69",63,"CAP/BEP (ou autre diplôme technique)","Retraité(e)","","","Inactifs","Normandie","Manche - (50)","Village (<2 000 inhabitants)","North West","En couple","2 personnes","La dengue","","","","","","","","Faux","Non, allez directement aux 10 votes","A",10,"A",9,"A",9,"A",8,"A",9,"A",8,"B",8,"B",10,"B",9,"A",8,7,"A few times","L’entretien des gouttières pour faciliter le bon écoulement des eaux","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","","","","","","","","","Non","No or unsure",8,8,5,5,9,"Maison individuelle","","No","No, never","","No","No","Never or almost never","Never","Reduced-meat diet","","Professionnels de santé","","","","","","",3,"Yes","No","No","No","No","Yes","No","No","Yes",1,1,8,5,"Normandie Village / Zone rurale (moins de 2 000 habitants)","Lower than secondary school","No",NA,"Low exposure",-0.898601642252418,-1.31037549873594,-1.78780268758463,-1.33980022599663,0.211648015964277,-0.666621415710098,-0.0986169625885634,-0.778867228189463,0.341585855326381
"1911","Man","40 to 49",42,"CAP/BEP (ou autre diplôme technique)","Ouvrier(e)","Salarié(e)","","CSP-","Bourgogne-Franche-Comté","Côte-d'or - (21)","Large city (>100 000 inhabitants)","North East","Seul","1 personne","La dengue","Le Zika","Le paludisme","","","","","","Vrai","Oui, montrez-moi un exemple","A",7,"A",7,"A",7,"B",7,"B",6,"A",6,"A",7,"A",7,"B",7,"B",7,3,"Never","","","","","","","","","","","","Non","No or unsure",7,7,7,7,7,"Appartement","","No","No, never","","No","No","Never or almost never","Never","Omnivore","","Les médias (journaux, magazines, télévision, radio)","","","","","","",0,"No","No","No","No","No","No","No","No","No",3,3,7,7,"Bourgogne-Franche-Comté Grande ville (plus de 100 000 habitants)","Lower than secondary school","No",NA,"High exposure",-0.649790238240586,0.297313040752605,0.460380270774427,-0.532598619113744,-0.251346508178086,-1.63851937563006,-0.53664026755431,0.281672227612735,0.182231707458891
